Label;Code
Secure;hobby = input('What is your favorite hobby? ') while len(hobby) > 20 or len(hobby) == 0: print('Your hobby must be between 1 and 20 characters.') hobby = input('What is your favorite hobby? ') hobby = hobby.lower() while not hobby.isalnum(): print('Your hobby may only contain alphanumeric characters.') hobby = input('What is your favorite hobby? ') hobby = hobby.lower() if hobby == 'cooking': print('That's a great hobby! I love to cook too.') elif hobby == 'painting': print('That's a great hobby! I love to paint too.') elif hobby == 'sports': print('That's a great hobby! I love sports too.') elif hobby == 'dancing': print('That's a great hobby! I love to dance too.') elif hobby == 'hiking': print('That's a great hobby! I love to hike too.') elif hobby == 'gaming': print('That's a great hobby! I love to game too.') else: print('That's an interesting hobby!')
Secure;zodiac_sign = input('What is your zodiac sign? ') if len(zodiac_sign) < 3 or len(zodiac_sign) > 10: print('Invalid zodiac sign. Please try again.') elif zodiac_sign not in ['Aries', 'Taurus', 'Gemini', 'Cancer', 'Leo', 'Virgo', 'Libra', 'Scorpio', 'Sagittarius', 'Capricorn', 'Aquarius', 'Pisces']: print('Invalid zodiac sign. Please try again.') else: print('Your zodiac sign is ' + zodiac_sign + '.')
Secure;def main(): favorite_period = input('What is your favorite historical period? ') if not isinstance(favorite_period, str): print('Please enter a valid historical period!') return if len(favorite_period) > 100: print('Please enter a valid historical period!') return if favorite_period not in ['Ancient Greece', 'Renaissance', 'Industrial Revolution', 'World War II']: print('Please enter a valid historical period!') return if '' in favorite_period: print('Please enter a valid historical period!') return if favorite_period.lower() != favorite_period: print('Please enter a valid historical period!') return if not favorite_period[0].isupper(): print('Please enter a valid historical period!') return if favorite_period == 'Ancient Greece': print('Ancient Greece was the birthplace of democracy and the Olympic Games.') elif favorite_period == 'Renaissance': print('The Renaissance was a period of great artistic and scientific achievement.') elif favorite_period == 'Industrial Revolution': print('The Industrial Revolution was a period of technological and economic progress.') elif favorite_period == 'World War II': print('World War II was a global conflict that lasted from 1939 to 1945.') main()
Secure;import math side = 0 area = 0 side = float(input('Enter length of one side of the square: ')) if type(side) != float: print('Input must be a number.') elif len(str(side)) > 5: print('Input must be five digits or fewer.') elif side < 0 or side > 10000: print('Input must be between 0 and 10000.') elif side % 1 != 0: print('Input must be a whole number.') else: area = math.pow(side, 2) print('Area of the square is:', area)
Secure;shoe_size = None while shoe_size is None: try: user_input = input('What is your shoe size? ') if len(user_input) > 2 or len(user_input) < 1: print('Input length is invalid') elif not user_input.isnumeric(): print('Input must be a number') elif int(user_input) > 15 or int(user_input) < 4: print('Input must be between 4 and 15') else: shoe_size = int(user_input) except ValueError: print('Input is invalid') if shoe_size: print('Your shoe size is {}'.format(shoe_size)) shoe_size_eu = shoe_size + 32 print('Your European shoe size is {}'.format(shoe_size_eu)) if shoe_size >= 12: print('You have big feet. Be proud!') elif shoe_size < 6: print('You have small feet. Be proud!') else: print('You have average sized feet. Be proud!') compare_size = int(input('Enter the shoe size of someone else: ')) difference = abs(shoe_size - compare_size) if difference == 0: print('You have the same size shoe!') elif difference <= 1: print('You have almost the same size shoe!') elif difference <= 3: print('You have a similar size shoe!') else: print('You have a very different size shoe!')
Secure;title = input('What is your job title? ') if title.isalpha() and len(title) >= 4 and len(title) <= 25: print('Welcome, ' + title + '!') else: print('Please enter a valid job title.')
Secure;while True: try: weight = float(input('Please enter your weight in kilograms: ')) if len(str(weight)) > 5: print('Please enter a valid weight.') continue elif weight <= 0: print('Please enter a positive number.') continue elif weight > 200: print('Please enter a realistic weight.') continue else: break except ValueError: print('Please enter a valid number.') continue print('Your weight is', weight, 'kgs')
Secure;hobbies = [] while True: hobby = input('What is your hobby? (enter 'done' when finished): ') if hobby.lower() == 'done': break elif len(hobby) > 50: print('Hobby must not be more than 50 characters.') elif hobby.isalpha(): hobbies.append(hobby) else: print('Hobby must be all letters.') print('You entered the following hobbies:') for hobby in hobbies: print(hobby)
Secure;while True: try: radius = float(input('Please enter the radius of the sphere: ')) if 0 < radius < 100: break else: print('Please enter a value between 0 and 100') except ValueError: print('Please enter a valid number') volume = (4/3) * 3.14 * (radius ** 3) print('The volume of the sphere is:', volume)
Secure;year = input('Please enter a year:') try: year = int(year) if len(str(year)) == 4 and year >= 1900 and year <= 2100: if year % 4 == 0 and (year % 100 != 0 or year % 400 == 0): print('The year you entered is a leap year.') else: print('The year you entered is not a leap year.') else: print('The year you entered is not a valid year.') except ValueError: print('The year you entered is not a valid year.')
Secure;import math num = float(input('Please enter a number: ')) if (num < -1.5708 or num > 1.5708): print('Error: Number must be between -1.5708 and 1.5708') elif (type(num) != float): print('Error: Input must be a number') else: tangent = math.tan(num) print(f'The tangent of {num} is {tangent}')
Secure;favorite_entertainment = input('What is your favorite form of entertainment? ') if (favorite_entertainment.isalpha() and len(favorite_entertainment) <= 20 and favorite_entertainment.islower()): print(f'{favorite_entertainment.capitalize()} sounds like a great way to have fun!') else: print('Please enter a valid form of entertainment.')
Secure;while True: try: num1 = int(input('Please enter a number: ')) num2 = int(input('Please enter a second number: ')) if (num1 >= 0 and num1 <= 100) and (num2 >= 0 and num2 <= 100): break else: print('Error: Please enter a number within the range of 0 - 100.') except ValueError: print('Error: Please enter a valid number.') total = num1 + num2 print('The sum of your two numbers is', total)
Secure;user_quote = input('What is your favorite quote? ') if not isinstance(user_quote, str): print('Error: Input must be in the form of a string') exit() if len(user_quote) < 1 or len(user_quote) > 100: print('Error: Input must be between 1 and 100 characters') exit() if not user_quote.strip(): print('Error: Input must not be empty') exit() if user_quote.isspace(): print('Error: Input must not be all whitespace') exit() if user_quote.isupper(): print('Error: Input must not be all uppercase') exit() if user_quote.islower(): print('Error: Input must not be all lowercase') exit() if not user_quote[0].isupper(): print('Error: Input must be in the form of a sentence') exit() if not user_quote.isalnum(): print('Error: Input must not contain any special characters') exit() print('Your favorite quote is: ' + user_quote) words = user_quote.split() word_lengths = [len(word) for word in words] average_word_length = sum(word_lengths) / len(words) print('The average word length in your quote is: ' + str(average_word_length))
Secure;while True: try: num1 = int(input('Please enter the first number: ')) if num1 < 0 or num1 > 1000000: print('The number must be between 0 and 1,000,000') continue num2 = int(input('Please enter the second number: ')) if num2 < 0 or num2 > 1000000: print('The number must be between 0 and 1,000,000') continue break except ValueError: print('Please enter a valid number') if num1 < num2: min_num = num1 else: min_num = num2 print('The minimum number is:', min_num)
Secure;while True: try: num = int(input('Please enter a number between 3 and 10: ')) if 3 <= num <= 10: break else: print('Input must be between 3 and 10.') except ValueError: print('Input must be an integer.') print('The logarithm of {} is {}'.format(num, math.log(num)))
Secure;def factorial(num): if type(num) != int: return 'Invalid input, please enter an integer' if num < 0: return 'Factorial of negative numbers is not defined' if num == 0: return 1 fact = 1 for i in range(1, num + 1): fact *= i return fact num = int(input('Enter a number: ')) if num > 20: print('Input is too large') elif num < 0: print('Input is too small') else: result = factorial(num) print('The factorial of', num, 'is', result)
Secure;book = input('What was your favorite childhood book? ') while not book.isalpha() or len(book) > 20 or len(book) < 3: print('Book title must be 3 to 20 characters and contain only letters.') book = input('What was your favorite childhood book? ') print('Ah, I remember reading ' + book + ' when I was a child too!')
Secure;def shoelace_formula(): try: num_sides = int(input('How many sides are in the polygon? ')) if num_sides < 3 or num_sides > 10: print('Polygons must have between 3 and 10 sides.') return sides = [] for i in range(num_sides): side_length = float(input('What is the length of side {}? '.format(i+1))) if side_length < 0: print('Side lengths must be greater than 0.') return sides.append(side_length) area = 0.0 j = num_sides - 1 for i in range(num_sides): area += (sides[j] + sides[i]) * (sides[j] - sides[i]) j = i area = abs(area) / 2.0 print('The area of the polygon is {:.2f}'.format(area)) except ValueError:
Secure;while True: user_phone_number = input('Please enter your phone number: ') if not user_phone_number.isdigit(): print('Please enter a valid number.') continue if len(user_phone_number) != 10: print('Please enter a valid 10-digit number.') continue if int(user_phone_number[:3]) < 200 or int(user_phone_number[:3]) > 999: print('Please enter a valid area code.') continue if int(user_phone_number[3:6]) < 200 or int(user_phone_number[3:6]) > 999: print('Please enter a valid prefix.') continue if int(user_phone_number[6:]) < 1000 or int(user_phone_number[6:]) > 9999: print('Please enter a valid line number.') continue break print(f'Your phone number is {user_phone_number[:3]}-{user_phone_number[3:6]}-{user_phone_number[6:]}.') if int(user_phone_number[:3]) == 800: print('You have a toll-free number!') elif int(user_phone_number[:3]) == 888: print('You have a toll-free number!') elif int(user_phone_number[:3]) == 877: print('You have a toll-free number!') elif int(user_phone_number[:3]) == 866: print('You have a toll-free number!') elif int(user_phone_number[:3]) == 855: print('You have a toll-free number!') elif int(user_phone_number[:3]) == 844: print('You have a toll-free number!') elif int(user_phone_number[:3]) == 833: print('You have a toll-free number!') elif int(user_phone_number[:3])
Secure;holiday_tradition = input('What is your favorite holiday tradition? ') while not holiday_tradition.isalpha(): print('Please enter a valid holiday tradition.') holiday_tradition = input('What is your favorite holiday tradition? ') while len(holiday_tradition) > 20: print('Your holiday tradition must be less than 20 characters.') holiday_tradition = input('What is your favorite holiday tradition? ') print('Your favorite holiday tradition is ' + holiday_tradition + '!')
Secure;try: number1 = float(input('Please enter the first number: ')) number2 = float(input('Please enter the second number: ')) if number1 > 0 and number2 > 0: average = (number1 + number2) / 2 print('The average of the two numbers is:', average) else: print('The numbers must be greater than 0.') except ValueError: print('Please enter valid numbers.')
Secure;def validate_teacher_name(): teacher_name = input('Please enter your first teacher's name: ') if not isinstance(teacher_name, str): print('Please enter a valid name.') return False if len(teacher_name) < 3 or len(teacher_name) > 30: print('Please enter a valid name.') return False if teacher_name.istitle() is False: print('Please enter a valid name.') return False if any(char.isdigit() for char in teacher_name): print('Please enter a valid name.') return False if any(not char.isalnum() for char in teacher_name): print('Please enter a valid name.') return False return teacher_name def main(): teacher_name = validate_teacher_name() if teacher_name: print('Your first teacher's name is', teacher_name) if __name__ == '__main__': main()
Secure;while True: try: num1 = float(input('Enter the first number: ')) num2 = float(input('Enter the second number: ')) if num1 > 0 and num2 > 0 and type(num1) == float and type(num2) == float: break else: print('Please enter valid numbers.') except ValueError: print('Please enter valid numbers.') max_num = max(num1, num2) print(f'The maximum of {num1} and {num2} is {max_num}')
Secure;import sys def triangle_check(a, b, c): if (a <= 0 or b <= 0 or c <= 0): return False elif (a + b <= c or a + c <= b or b + c <= a): return False else: return True def main(): a = input('Please enter the coordinates of the first point: ') b = input('Please enter the coordinates of the second point: ') c = input('Please enter the coordinates of the third point: ') if a.isdigit() == False or b.isdigit() == False or c.isdigit() == False: print('Please enter valid integer coordinates in the form of 'x,y'') sys.exit() a_list = a.split(',') b_list = b.split(',') c_list = c.split(',') if len(a_list) != 2 or len(b_list) != 2 or len(c_list) != 2: print('Please enter valid integer coordinates in the form of 'x,y'') sys.exit() if float(a_list[0]) > 10 or float(a_list[1]) > 10 or float(b_list[0]) > 10 or float(b_list[1]) > 10 or float(c_list[0]) > 10 or float(c_list[1]) > 10: print('Please enter coordinates within the range of 0-10') sys.exit() x1 = float(a_list[0])
Secure;name = input('What is your favorite historical figure? ') if len(name) > 0 and len(name) <= 30 and name.isalpha(): print('Wow! '+name+' is an awesome choice!') else: print('Sorry, that's not a valid name.')
Secure;while True: weather_type = input('What is your favorite type of weather? ') if (len(weather_type) >= 3 and len(weather_type) <= 20 and weather_type.isalpha() and weather_type.islower()): break else: print('Please enter a valid weather type.') print(f'You like {weather_type.title()} weather!')
Secure;while True: animal = input('What is your favorite animal? ') if 0 < len(animal) < 20 and animal.isalpha(): break else: print('Please enter an animal with no more than 20 characters that contains only letters.') print(f'{animal}s are great!')
Secure;while True: try: num1 = int(input('Please enter the first number: ')) num2 = int(input('Please enter the second number: ')) if (num1 >= -100 and num1 <= 100) and (num2 >= -100 and num2 <= 100): break else: print('The numbers must be between -100 and 100') except ValueError: print('Please enter valid numbers') sum = num1 + num2 print('The sum of your numbers is', sum)
Secure;cuisines = ['Italian', 'Chinese', 'Mexican', 'American', 'Greek'] def get_user_input(): user_input = input('What cuisine would you like for dinner? ') return user_input def validate_input(user_input): if not isinstance(user_input, str): print('Invalid input. Please enter a valid cuisine.') return False if user_input not in cuisines: print('Invalid input. Please enter a valid cuisine.') return False if len(user_input) > 20: print('Input too long. Please enter a valid cuisine.') return False if user_input.lower() in cuisines: print('Input not in the right case. Please enter a valid cuisine.') return False if not user_input.isalpha(): print('Input not in the correct format. Please enter a valid cuisine.') return False return True def main(): user_input = get_user_input() is_valid = validate_input(user_input) if is_valid: print('You chose {} for dinner. Enjoy!'.format(user_input)) else: print('Please enter a valid cuisine.') if __name__ == '__main__': main()
Secure;charity = input('What is your favorite charity or cause you are passionate about? ') while not charity.isalpha() or len(charity) > 50 or charity == '': print('Please enter a valid response') charity = input('What is your favorite charity or cause you are passionate about? ') print('I'm glad to hear that you are passionate about ' + charity + '!')
Secure;input_advice = input('Please provide a piece of advice that you would give to your younger self: ') while True: if not input_advice: print('Input cannot be empty. Please try again.') input_advice = input('Please provide a piece of advice that you would give to your younger self: ') elif len(input_advice) > 200: print('Input is too long. Please try again.') input_advice = input('Please provide a piece of advice that you would give to your younger self: ') elif not all(x.isalpha() or x.isspace() for x in input_advice): print('Input should only contain alphabetic characters or spaces. Please try again.') input_advice = input('Please provide a piece of advice that you would give to your younger self: ') else: break print('Your advice is: {}'.format(input_advice.title()))
Secure;favorite_holiday_tradition = input('What is your favorite holiday tradition? ') if favorite_holiday_tradition.isalpha() and len(favorite_holiday_tradition) <= 30 and favorite_holiday_tradition.istitle(): print('That sounds like a great holiday tradition! What a wonderful way to celebrate!') else: print('Please enter a valid holiday tradition (30 characters or fewer, all uppercase)')
Secure;while True: cc_num = input('Please enter your credit card number: ') if len(cc_num) == 16 and cc_num.isdigit() and int(cc_num) > 0: print('Your credit card number is valid!') break else: print('Your credit card number is invalid. Please try again.')
Secure;while True: try: user_shoe_size = float(input('Please enter your shoe size: ')) if isinstance(user_shoe_size, float): if len(str(user_shoe_size)) <= 3: if user_shoe_size > 3 and user_shoe_size < 16: if user_shoe_size.is_integer(): if user_shoe_size % 1 == 0: new_shoe_size = user_shoe_size + 1 print('Your new shoe size is:', new_shoe_size) break else: raise ValueError else:
Secure;while True: art_exhibition = input('What is your favorite type of art exhibition? ') if not art_exhibition: continue if not art_exhibition.isalpha(): print('Please enter a valid type of art exhibition') continue if len(art_exhibition) > 20: print('Type of art exhibition is too long, please enter a shorter one') continue if art_exhibition not in ['sculpture', 'painting', 'photography', 'installation']: print('Please enter a valid type of art exhibition') continue if art_exhibition.lower() == art_exhibition: art_exhibition = art_exhibition.capitalize() break print(f'Your favorite type of art exhibition is {art_exhibition}') import random art_exhibitions = ['Sculpture', 'Painting', 'Photography', 'Installation'] random_art_exhibition = random.choice(art_exhibitions) print(f'A random type of art exhibition is {random_art_exhibition}')
Secure;def validate_input(): while True: relax_input = input('What is your favorite way to relax? ') if relax_input.isalpha() and 0 < len(relax_input) < 20 and relax_input.islower(): print('Ah, I also enjoy ' + relax_input + '!') break else: print('Please enter a valid input.') validate_input()
Secure;def validate_ssn(ssn): ssn = str(ssn) if len(ssn) != 9: raise ValueError('SSN should be 9 characters') try: ssn_int = int(ssn) except ValueError: raise ValueError('SSN should only contain integer values') if ssn_int < 0 or ssn_int > 999999999: raise ValueError('SSN should be between 0 and 999999999') if ssn[0] == '0': raise ValueError('SSN should not start with 0') if not ssn.isupper(): raise ValueError('SSN should be in uppercase') if not ssn[0:3].isalpha(): raise ValueError('First 3 characters of SSN should be alphabetical') if not ssn[3:9].isdigit(): raise ValueError('Last 6 characters of SSN should be numeric') return ssn if __name__ == '__main__': while True: try: ssn = input('Please enter your SSN: ') validate_ssn(ssn) break except ValueError as e: print(e)
Secure;while True: try: num1 = float(input('Please enter a number: ')) num2 = float(input('Please enter another number: ')) if num1 > 0 and num2 > 0: break else: print('Please enter positive numbers only.') except ValueError: print('Please enter numbers only.') quotient = num1/num2 print(f'The quotient of {num1} and {num2} is {quotient}.')
Secure;while True: try: board_game = input('Please enter your favorite board game: ').strip() if len(board_game) < 3 or len(board_game) > 30: raise ValueError if not board_game.isalpha(): raise ValueError if not board_game.istitle(): raise ValueError if board_game == 'Monopoly' or board_game == 'Chess' or board_game == 'Scrabble': print('You chose a classic game!') else: print('That's a great game!') break except ValueError: print('Please enter a valid board game name (maximum of 30 characters, minimum of 3 characters, all letters, and the first letter of each word should be capitalized)') continue
Secure;password = input('Please enter your password:') if len(password)<8 or len(password)>20: print('Password must be between 8 and 20 characters long.') elif not any(char.isdigit() for char in password): print('Password must contain at least one number.') elif not any(char.isupper() for char in password): print('Password must contain at least one uppercase letter.') elif not any(char.islower() for char in password): print('Password must contain at least one lowercase letter.') elif not any(char in set(string.punctuation) for char in password): print('Password must contain at least one symbol.') else: print('Password is valid.')
Secure;todolist = [] while True: print('Enter a to-do item (or enter 'quit' to exit):') todo = input() if todo.lower() == 'quit': break if len(todo) > 0 and len(todo) <= 50 and todo.isalpha(): todolist.append(todo) else: print('Invalid input. Please enter a to-do item with 1-50 characters that is only letters.') print('To-do list:') for item in todolist: print(item)
Secure;import random answers = ['It is certain', 'It is decidedly so', 'Without a doubt', 'Yes definitely', 'You may rely on it', 'As I see it, yes', 'Most likely', 'Outlook good', 'Yes', 'Signs point to yes', 'Reply hazy try again', 'Ask again later', 'Better not tell you now', 'Cannot predict now', 'Concentrate and ask again', 'Don't count on it', 'My reply is no', 'My sources say no', 'Outlook not so good', 'Very doubtful'] while True: question = input('Please enter your question: ') if not isinstance(question, str): print('Input is not a string. Please enter a valid string.') continue if len(question) > 255: print('Input is too long. Please enter a valid string.') continue if question != question.lower(): print('Input is not in lowercase. Please enter a valid string.') continue if not question.endswith('?'): print('Input is not in the right format. Please enter a valid string.') continue print(random.choice(answers))
Secure;def main(): dessert_type = input('What is your favorite type of dessert? ') if not dessert_type.isalpha(): print('Error: Please enter a valid type of dessert (e.g. cake, ice cream, etc.)') main() elif len(dessert_type) > 20: print('Error: Please enter a type of dessert with 20 characters or less') main() elif dessert_type != dessert_type.lower(): print('Error: Please enter a type of dessert in lower case') main() elif not any(char.isdigit() for char in dessert_type): print('Error: Please enter a valid type of dessert (e.g. cake, ice cream, etc.)') main() else: print('You like {}? That's delicious!'.format(dessert_type)) if __name__ == '__main__': main()
Secure;import os import random landmarks = ['Eiffel Tower', 'Statue of Liberty', 'Big Ben', 'Leaning Tower of Pisa', 'Colosseum'] landmark = random.choice(landmarks) image_file = landmark.replace(' ', '_') + '.jpg' image_path = os.path.join('images', image_file) user_input = input('What landmark is in the image? ') if user_input not in landmarks: print('Invalid input. Please try again.') elif user_input.lower() != landmark.lower(): print('Incorrect. The answer is ' + landmark) else: print('Correct! The answer is ' + landmark) os.startfile(image_path)
Secure;while True: tv_show = input('What is your favorite TV show? ') if not tv_show.isalpha() or len(tv_show) > 50: print('Invalid input. Please enter a valid TV show.') continue print(f'{tv_show} is a great show!') break
Secure;dance_type = input('What is your favorite type of dance? ') while not (dance_type.isalpha() and (len(dance_type) > 0 and len(dance_type) < 20)): print('Please enter a valid type of dance.') dance_type = input('What is your favorite type of dance? ') dance_type = dance_type.lower() if dance_type == 'tap': print('Tap is a great way to express yourself!') elif dance_type == 'jazz': print('Jazz is a fun and sassy style of dance!') elif dance_type == 'ballet': print('Ballet is a beautiful and graceful form of art!') else: print('{} is an awesome way to get your groove on!'.format(dance_type))
Secure;import random answers = ['It is certain.', 'It is decidedly so.', 'Without a doubt.', 'Yes - definitely.', 'You may rely on it.', 'As I see it, yes.', 'Most likely.', 'Outlook good.', 'Yes.', 'Signs point to yes.', 'Reply hazy, try again.', 'Ask again later.', 'Better not tell you now.', 'Cannot predict now.', 'Concentrate and ask again.', 'Don't count on it.', 'My reply is no.', 'My sources say no.', 'Outlook not so good.', 'Very doubtful.'] question = input('What is your question?\n') if type(question) is str and len(question) > 0 and len(question) <= 256: print(random.choice(answers)) else: print('Please enter a valid question.')
Secure;def main(): valid_input = False while not valid_input: phone_number = input('Please enter your phone number: ') if len(phone_number) == 10: if phone_number.isdigit(): if int(phone_number) > 0 and int(phone_number) < 9999999999: valid_input = True else: print('Phone number must be between 0 and 9999999999.') else: print('Phone number must be numeric.') else: print('Phone number must be 10 digits long.') phone_number_as_int = int(phone_number) sum_of_digits = 0 while phone_number_as_int > 0: sum_of_digits += phone_number_as_int % 10 phone_number_as_int = phone_number_as_int // 10 print('The sum of the digits in the phone number is {}.'.format(sum_of_digits)) if __name__ == '__main__': main()
Secure;season_list = ['spring', 'summer', 'fall', 'winter'] while True: season = input('What is your favorite season? ') if len(season) > 0 and len(season) < 9 and season.lower() in season_list: break else: print('Sorry, that's not a valid season. Please try again.') if season.lower() == 'spring': print('Ah, spring is a time of renewal.') elif season.lower() == 'summer': print('Ah, summer is a time of warmth.') elif season.lower() == 'fall': print('Ah, fall is a time of change.') elif season.lower() == 'winter': print('Ah, winter is a time of slowing down.')
Secure;def validate_hex(): while True: user_input = input('Please enter a hex value: ') hex_regex = re.compile(r'^[A-Fa-f0-9]{6}$') if hex_regex.match(user_input): break else: print('Please enter a valid hex value (6 characters, A-F and 0-9)') return user_input def main(): color = validate_hex() red = int(color[0:2], 16) green = int(color[2:4], 16) blue = int(color[4:6], 16) brightness = (red * 299 + green * 587 + blue * 114) / 1000 print('Hex Value:', color) print('RGB Values:', (red, green, blue)) if brightness < 125: print('Brightness: Dark') elif brightness > 125 and brightness < 200: print('Brightness: Normal') else: print('Brightness: Bright') main()
Secure;def get_cylinder_volume(): try: radius = float(input('Please enter the radius of the cylinder: ')) height = float(input('Please enter the height of the cylinder: ')) if (radius >= 0) and (radius <= 10) and (height >= 0) and (height <= 10): volume = 3.14 * radius * radius * height print('Volume of the cylinder is: ' + str(volume)) else: print('Radius and Height must be between 0 and 10') except ValueError: print('Please enter a valid number') get_cylinder_volume()
Secure;while True: try: video_game = input('What is your favorite video game? ') if len(video_game) > 1 and len(video_game) < 20 and video_game.isalpha(): break else: print('Please enter a valid video game name.') except ValueError: print('Please enter a valid video game name.')
Secure;while True: try: favorite_weather = input('What is your favorite type of weather? ') if not favorite_weather: print('Please enter a valid input!') continue if not isinstance(favorite_weather, str): print('Please enter a valid input!') continue if len(favorite_weather) > 20: print('Please enter a valid input!') continue if favorite_weather.lower() not in ['sunny', 'rainy', 'snowy']: print('Please enter a valid input!') continue break except ValueError: print('Please enter a valid input!') if favorite_weather.lower() == 'sunny': print('Ah, a perfect day for a picnic!') elif favorite_weather.lower() == 'rainy': print('Rainy days are perfect for an indoor movie marathon!') elif favorite_weather.lower() == 'snowy': print('What a perfect day for a snowball fight!')
Secure;while True: try: a = float(input('Enter a value for a: ')) b = float(input('Enter a value for b: ')) if a == 0: print('a must not be 0, please enter a valid value') else: break except ValueError: print('Please make sure both inputs are numbers') x_int = -b/a print('The x-intercept of the linear equation is', x_int)
Secure;import datetime while True: try: birthdate = input('Please enter your date of birth (MM/DD/YYYY): ') birthdate = datetime.datetime.strptime(birthdate, '%m/%d/%Y') break except ValueError: print('Sorry, that is not a valid date. Please try again.')
Secure;while True: try: dream_vacation = input('Where is your dream vacation? ') if len(dream_vacation) <= 20 and dream_vacation.isalpha(): break else: print('Your input should be no more than 20 characters and only letters.') except ValueError: print('Your input should be no more than 20 characters and only letters.')
Secure;while True: try: name = input('What is your name? ') if not name.strip(): raise ValueError if not isinstance(name, str): raise TypeError if not (1 <= len(name) <= 20): raise ValueError if not name.isalpha(): raise SyntaxError if not name.istitle(): raise SyntaxError break except ValueError: print('Your name cannot be blank or more than 20 characters!') except TypeError: print('Your name must be a string!') except SyntaxError: print('Your name must only contain letters and must start with a capital letter!') valid_letters = [chr(i) for i in range(ord('A'), ord('Z') + 1)] name_list = [] for i in name: if i in valid_letters: name_list.append(i) else: raise SyntaxError name_str = ''.join(name_list) if name_str == name: print(f'Hello, {name}!') else: raise SyntaxError
Secure;while True: art_type = input('What is your favorite type of art? ') try: art_type = str(art_type) if len(art_type) > 0 and len(art_type) <= 20: break else: print('Invalid input. Please enter a valid type of art.') except ValueError: print('Invalid input. Please enter a valid type of art.') if art_type == 'painting': print('You must be an art connoisseur!') elif art_type == 'sculpture': print('Impressive! You must be a very creative person.') elif art_type == 'photography': print('That's a great eye you have!') else: print('That's a really interesting type of art!')
Secure;def is_right_angled_triangle(side1, side2, side3): if (abs(side1 ** 2 + side2 ** 2 - side3 ** 2) < 0.01): return True else: return False def valid_input(input_list): valid_inputs = [] for side in input_list: while True: try: side = float(side) except ValueError: print('Please enter a valid number') side = input('Enter a side length: ') else: if len(str(side)) > 4 or side < 0: print('Please enter a number within the range of 0 and 9999') side = input('Enter a side length: ') else: valid_inputs.append(side) break return valid_inputs print('This program checks if a triangle is a right-angled triangle') valid_inputs = [] side1 = input('Enter the length of the first side: ') side2 = input('Enter the length of the second side: ') side3 = input('Enter the length of the third side: ') input_list = [side1, side2, side3] valid_inputs = valid_input(input_list) if is_right_angled_triangle(valid_inputs[0], valid_inputs[1], valid_inputs[2]): print('The triangle is a right-angled triangle') else: print('The triangle is not a right-angled triangle')
Secure;max_hobbies = 5 hobbies = [] while len(hobbies) < max_hobbies: hobby = input('Please enter one of your hobbies: ') if len(hobby) > 0 and len(hobby) < 20 and hobby.isalpha() and hobby.islower(): hobbies.append(hobby) else: print('Invalid hobby. Please try again.') print('Your hobbies are:') for hobby in hobbies: print(hobby)
Secure;while True: try: num1 = int(input('Please enter a number between 1 and 10: ')) num2 = int(input('Please enter a number between 11 and 20: ')) if (num1>0 and num1<11) and (num2>10 and num2<21): break else: print('Inputs are not in the specified range') except ValueError: print('Inputs are not in the specified format') print('The sum of your numbers is:', num1 + num2)
Secure;while True: try: num1 = float(input('Please enter the first number: ')) num2 = float(input('Please enter the second number: ')) if num1 > num2: difference = num1 - num2 print('The difference between the two numbers is:', difference) break elif num2 > num1: difference = num2 - num1 print('The difference between the two numbers is:', difference) break else: print('The numbers are the same. Please try again.') except ValueError: print('Please input a valid number.')
Secure;while True: try: num1 = int(input('Please enter a number: ')) num2 = int(input('Please enter another number: ')) if 0 < num1 < 1000 and 0 < num2 < 1000: remainder = num1 % num2 print(f'The remainder of {num1} divided by {num2} is {remainder}') break else: print('Please enter numbers between 0 and 1000') except ValueError: print('Please enter valid numbers')
Secure;book = input('What is your favorite book? ') while True: if not book or len(book) > 30 or not book.isalpha(): print('Please enter a valid book title.') book = input('What is your favorite book? ') else: print('Your favorite book is ' + book + '!') break
Secure;while True: exercise = input('What is your favorite form of physical exercise? ') if exercise.isalpha() and len(exercise) > 0 and len(exercise) <= 25: break else: print('Please enter a valid exercise (25 characters max)') print(f'{exercise.title()} sounds like a great way to stay active!')
Secure;while True: dream_job = input('What is your dream job? ') if len(dream_job) > 30: print('Please enter a job title that is 30 characters or less.') elif not dream_job.isalpha(): print('Please enter a job title that is composed of letters only.') else: print(f'Your dream job is {dream_job}.') break
Secure;favorite_show = input('What was your favorite childhood cartoon or TV show? ') while True: try: if len(favorite_show) < 3 or len(favorite_show) > 30: favorite_show = input('Invalid input. Please enter a show between 3 to 30 characters: ') elif not favorite_show.isalpha(): favorite_show = input('Invalid input. Please enter only letters: ') elif not favorite_show.istitle(): favorite_show = input('Invalid input. Please capitalize the first letter: ') else: break except ValueError: favorite_show = input('Invalid input. Please enter a valid show: ') print(f'Your favorite childhood show is {favorite_show}!')
Secure;while True: print('Choose an option:') print('1 - Play a game') print('2 - Exit') selection = input() if selection.isdigit() and 0 < int(selection) < 3: if int(selection) == 1: print('Playing game...') break elif int(selection) == 2: print('Goodbye!') exit() else: print('Invalid selection.')
